SIORG,Nome do Órgão,Última Atualização,Sigla/Nome do Software,Finalidade/Descrição,Área,Criticidade,Categoria 1,Categoria 2,Categoria 3,Compartilhar?,Por quê não compartilhar?,Nível de satisfação com o uso,Plataforma Operacional,Sistema Operacional,Linguagem de Programação,Banco de Dados,Frameworks/Bibliotecas,Integrações,Situação
46,AGU – Advocacia Geral da União,42513,Localização de Pessoas - CGCOB,Busca endereços de devedores ,Fim,Média,,Contabilidade/Financeiro/Orçamento,,Não,Porque não é proprietário da AGU.,Precisa melhorar,Web,Windows Server 2003,C#,ORACLE,Log4Net/NHibernate/AjaxToolkit/JQuery,,Em produção
46,AGU – Advocacia Geral da União,42513,Malote eletrônico,Sistema de malote eletrônico,Meio,Média,Comunicações,,,Não,Porque precisa melhorar.,Precisa melhorar,Web,Windows Server 2003,C#,ORACLE,Log4Net/NHibernate/AjaxToolkit/JQuery,,Em produção
46,AGU – Advocacia Geral da União,42513,Moodle - Educação a distância,Sistema de cursos online para membros e servidores da AGU,Meio,Média,,Educação à Distância,,Não,Porque não é proprietário da AGU.,Precisa melhorar,Web,Windows Server 2003,PHP,MySQL,,,Em produção
46,AGU – Advocacia Geral da União,42513,NOTAPAR - Notas e Pareceres ,Cadastro de Notas e Pareceres - CGU (documentos a serem migrados para o SISCON),Fim,Média,,,Gestão e consulta de atos normativos para atividade consultiva da AGU,Não,Em descontinuidade.,Precisa melhorar,Web,Windows Server 2003,Light Base server pages,Lightbase,Lightbase,,Em produção
46,AGU – Advocacia Geral da União,42513,Pagamento à vista,Ferramenta para simulação de redução de crédito para fins de pagamento à vista: Lei n.12.249/10 (Permissão de acesso pelo Gestão Acesso/AGU_INTRANET),Fim,Média,,Contabilidade/Financeiro/Orçamento,,Não,Porque precisa melhorar.,Precisa melhorar,Web,Windows Server 2003,ASP,ORACLE,FPDF/clsUpload/HTML/Window Widget/Crystal Reports ,,Em produção
46,AGU – Advocacia Geral da União,42513,Pagamentos Judiciais,Consulta Pagamentos Judiciais - Precatórios e RPV,Fim,Média,,Contabilidade/Financeiro/Orçamento,,Não,Porque precisa melhorar.,Precisa melhorar,Web,Windows Server 2003,PHP,ORACLE,ZEND,,Em produção
46,AGU – Advocacia Geral da União,42513,PGF Wiki,Espaço para discussão de assuntos relativos às atividades dos Procuradores Federais,Fim,Média,,,WIKI,Não,Porque não é proprietário da AGU.,Precisa melhorar,Web,Windows Server 2003,C#,ORACLE,Log4Net/NHibernate/AjaxToolkit/JQuery,,Em produção
46,AGU – Advocacia Geral da União,42513,PGU - Subsídios ,Disponibilização de peças para consulta,Fim,Média,,Controle de Processos,,Não,Porque precisa melhorar.,Precisa melhorar,Web,Windows Server 2003,ASP,ORACLE,FPDF/clsUpload/HTML/Window Widget/Crystal Reports ,,Em produção
46,AGU – Advocacia Geral da União,42513,Portal Internet (Site AGU),Sistema de apresentação dos dados geridos no Gestor de Conteúdo. Provê cadastramento de seções - que geram sites das unidades da AGU,Meio,Média,,Portais Internet,,Não,Porque precisa melhorar.,Precisa melhorar,Web,Windows Server 2003,PHP,ORACLE,ZEND,,Em produção
46,AGU – Advocacia Geral da União,42513,Portal Intranet (REDAGU),Portal com as informações institucionais da AGU,Meio,Média,,Portais Intranet,,Não,Porque precisa melhorar.,Precisa melhorar,Web,Windows Server 2003,C#,ORACLE,Log4Net/NHibernate/AjaxToolkit/JQuery,,Em produção
46,AGU – Advocacia Geral da União,42513,Posse Eletrônica (Pré-cadastro de aprovadas de concursos),"Registra dados previamente à posse do aprovado no concurso, para agilizar a posse",Meio,Média,,Recursos Humanos,,Não,Porque precisa melhorar.,Precisa melhorar,Web,Windows Server 2003,ASP,ORACLE,FPDF/clsUpload/HTML/Window Widget/Crystal Reports ,,Em produção
46,AGU – Advocacia Geral da União,42513,Processos Judiciais,"(Serviço para internalização de dados de processos judiciais dos Tribunais, para: Consulta, Intimação, Peticionamento eletrônico) uso de webservice",Fim,Média,,Controle de Processos,,Não,Porque precisa melhorar.,Precisa melhorar,Web,Windows Server 2003,C#,ORACLE,Log4Net/NHibernate/AjaxToolkit/JQuery,,Em produção
46,AGU – Advocacia Geral da União,42513,Publicação de Imagens,"Aplicativo de controle das mídias utilizadas pela assessoria de comunicação, provê mecanismo de busca das mídias cadastradas por categorias",Meio,Média,,Gerenciamento de Conteúdo,,Não,Porque precisa melhorar.,Precisa melhorar,Web,Windows Server 2003,C#,ORACLE,Log4Net/NHibernate/AjaxToolkit/JQuery,,Em produção
46,AGU – Advocacia Geral da União,42513,Questionario eletronico,"Cadastro de questionários eletrônicos, pesquisa de satisfação, opinião",Meio,Média,,,Formulários,Não,Porque precisa melhorar.,Precisa melhorar,Web,Windows Server 2003,C#,ORACLE,Log4Net/NHibernate/AjaxToolkit/JQuery,,Em produção
46,AGU – Advocacia Geral da União,42513,Remoção,Realiza o controle das remoções dos advogados e procuradores entre as unidades da AGU.,Meio,Média,,Recursos Humanos,,Não,Porque precisa melhorar.,Precisa melhorar,Web,Windows Server 2003,ASP,ORACLE,FPDF/clsUpload/HTML/Window Widget/Crystal Reports ,,Em produção
46,AGU – Advocacia Geral da União,42513,SAPIENS,Sistema AGU de Inteligência Jurídica,Fim,Alta,,Controle de Processos,,Não,Porque não é proprietário da AGU.,Atende às expectativas,Web,Windows Server 2003,PHP,ORACLE,Symfony,,Em produção
46,AGU – Advocacia Geral da União,42513,SICAP - Sistema de Cálculos e Perícias,Sistema para realização de cálculos relativos a processos judiciais.,Fim,Média,,Contabilidade/Financeiro/Orçamento,,Não,Porque precisa melhorar.,Precisa melhorar,Web,Windows Server 2003,ASP,ORACLE,FPDF/clsUpload/HTML/Window Widget/Crystal Reports ,,Em produção
46,AGU – Advocacia Geral da União,42513,SICAU - Sistema Integrado de Controle da Ações da União,Registro das atividades jurídicas em processos onde os órgãos da Administração Direta e Indireta sejam parte,Fim,Alta,,Controle de Processos,,Não,Porque precisa melhorar.,Precisa melhorar,Web,Windows Server 2003,ASP,ORACLE,FPDF/clsUpload/HTML/Window Widget/Crystal Reports ,,Em produção
46,AGU – Advocacia Geral da União,42513,SIMBA - Movimentação bancária,Auxilia os trabalhos de investigação em casos de quebra de sigilo bancário.,Fim,Média,,Contabilidade/Financeiro/Orçamento,,Não,Porque não é proprietário da AGU.,Atende às expectativas,Web,Windows Server 2003,PHP,,,,Em produção
46,AGU – Advocacia Geral da União,42513,SISCON - Sistema de Consultoria,Sistema para registro da produtividade das unidades consultivas (Somente consulta. Uso do cadastro foi fechado em 15/01/205),Meio,Média,Administração,,,Não,Porque precisa melhorar.,Precisa melhorar,Web,Windows Server 2003,C#,ORACLE,Log4Net/NHibernate/AjaxToolkit/JQuery,,Em produção
46,AGU – Advocacia Geral da União,42513,SISCON - Sistema de Consultoria,Sistema para registro da produtividade das unidades consultivas,Meio,Média,Administração,,,Não,Porque precisa melhorar.,Precisa melhorar,Web,Windows Server 2003,C#,ORACLE,Log4Net/NHibernate/AjaxToolkit/JQuery,,Em produção
46,AGU – Advocacia Geral da União,42513,SISDAT - Sistema de Dívida,"Ferramenta para registro das pré-inscrições, inscrições e pagamentos relativos à Dívida Ativa",Fim,Média,,Contabilidade/Financeiro/Orçamento,,Não,Porque precisa melhorar.,Precisa melhorar,Web,Windows Server 2003,C#,ORACLE,Log4Net/NHibernate/AjaxToolkit/JQuery,,Em produção
46,AGU – Advocacia Geral da União,42513,SISDESK,Sistema de Help-desk,Meio,Média,,Controle de Demandas/Chamados,,Não,Porque precisa melhorar.,Precisa melhorar,Web,Windows Server 2003,C#,ORACLE,Log4Net/NHibernate/AjaxToolkit/JQuery,,Em produção
46,AGU – Advocacia Geral da União,42513,Sistema de Estágio Confirmatório e Probatório,Sistema para realização de avaliação dos membro das carreiras da AGU,Meio,Média,,Recursos Humanos,,Não,Porque precisa melhorar.,Precisa melhorar,Web,Windows Server 2003,ASP,ORACLE,FPDF/clsUpload/HTML/Window Widget/Crystal Reports ,,Em produção
46,AGU – Advocacia Geral da União,42513,Sistema de Estágio Profissional,Controle de estagiários de nível superior - Convênios com as instituições,Meio,Média,,Recursos Humanos,,Não,Porque precisa melhorar.,Precisa melhorar,Web,Windows Server 2003,ASP,ORACLE,FPDF/clsUpload/HTML/Window Widget/Crystal Reports ,,Em produção
46,AGU – Advocacia Geral da União,42513,Sistema de Gerenciamento de Eventos,Inscrição e demais atividades de eventos de capacitação,Meio,Média,Educação,,,Não,Porque precisa melhorar.,Precisa melhorar,Web,Windows Server 2003,C#,ORACLE,Log4Net/NHibernate/AjaxToolkit/JQuery,,Em produção
46,AGU – Advocacia Geral da União,42513,Sistema de Manutenção de Hierarquia,Sistema que gerencia a hierarquia das unidades da AGU e PGF,Meio,Média,Administração,,,Não,Porque precisa melhorar.,Precisa melhorar,Web,Windows Server 2003,ASP,ORACLE,FPDF/clsUpload/HTML/Window Widget/Crystal Reports ,,Em produção
46,AGU – Advocacia Geral da União,42513,TVEscola,"Ambiente de interação onde são disponibilizados vídeos, transmissões ao vivo para o público da intranet",Meio,Média,,Gerenciamento de Conteúdo,,Não,Porque precisa melhorar.,Precisa melhorar,Web,Windows Server 2003,C#,ORACLE,Log4Net/NHibernate/AjaxToolkit/JQuery,,Em produção
46,AGU – Advocacia Geral da União,42513,Votação,"Aplicativo elaborado para votação de representantes dos Procuradores Federais e do banco Central, com critérios de segurança, sigilo da votação",Meio,Média,,,Votações,Não,Porque precisa melhorar.,Precisa melhorar,Web,Windows Server 2003,C#,ORACLE,Log4Net/NHibernate/AjaxToolkit/JQuery,,Em produção
46,AGU – Advocacia Geral da União,42513,WIRELESS,Gera senha para wireless visitante,Meio,Média,,Controle de acesso rede/sistemas,,Não,Em descontinuidade.,Precisa melhorar,Web,Windows Server 2003,C#,ORACLE,Log4Net/NHibernate/AjaxToolkit/JQuery,,Em produção
322,CADE Conselho Administrativo de Defesa Econômica,42513,Sistema Eletrônico de Informações – SEI,"Sistema     de     processo     eletrônico  administrativo  para   gerir  o   conhecimento institucional, eliminando -se totalmente a tramitação dos procedimentos em meio físico.",,Alta,Infraestrutura e Fomento,Controle de Processos,,Sim,,Supera as expectativas,Web,WINDOWS,PHP,MYSQL,,,Em produção
322,CADE Conselho Administrativo de Defesa Econômica,42513,Sistema de Pauta Eletrônica  do Cade,"Sistema  que  disponibiliza  aos  Conselheiros  do  Cade informações  sobre  o  processo a ser julgado, durante a sessão Plenária.",,Alta,Comunicações,Controle de Processos,,Sim,,Atende às expectativas,Web,WINDOWS,JAVA,SQL SERVER,,,Em produção
322,CADE Conselho Administrativo de Defesa Econômica,42513,Portal do Cade,Portal que contém as informações corporativas do Cade.,,Alta,Infraestrutura e Fomento,Portais Internet,,Sim,,Atende às expectativas,Web,WINDOWS,.NET,SQL SERVER,,,Em desenvolvimento
322,CADE Conselho Administrativo de Defesa Econômica,42513,Intranet do Cade,Portal privado aos usuários internos do Cade.,,Alta,Infraestrutura e Fomento,Portais Intranet,,Não,,Atende às expectativas,Web,WINDOWS,.NET,SQL SERVER,,,Em produção
322,CADE Conselho Administrativo de Defesa Econômica,42513,Clipping,Sistema utilizado para gerenciar as notícias publicadas relacionadas ao Cade.,,Média,Comunicações,Rede Social / Interações com o cidadão,,Sim,,Atende às expectativas,Web,WINDOWS,.NET,SQL SERVER,,,Em produção
322,CADE Conselho Administrativo de Defesa Econômica,42513,Hot Site do Cade sem Papel ,Portal específico do projeto Cade sem Papel.,,Média,Infraestrutura e Fomento,Portais Internet,,Sim,,Supera as expectativas,Web,WINDOWS,PHP,MYSQL,,,Em produção
322,CADE Conselho Administrativo de Defesa Econômica,42513,Hot Site do PinCade,"Portal específico do Programa de Intercâmbio do Cade – PinCade.O PinCade é  um  programa de
intercâmbio para estudantes de graduação e pós-graduação de todo o país, para vivenciarem as atividades cotidianas do Conselho, tanto nas áreas técnicas quanto nas processuais, a fim de difundir 
e fortalecer a cultura de defesa da concorrência, promovendo a cooperação científica e estimulando
discussões e estudos acadêmicos sobre o tema.",,Média,Comunicações,Portais Internet,,Sim,,Supera as expectativas,Web,WINDOWS,PHP,MYSQL,,,Em produção
322,CADE Conselho Administrativo de Defesa Econômica,42513,Sistema de Gestão de Chamados - GLPI,Utilizado na gestão da Central de Serviço de TI do Cade.,,Média,Comunicações,Controle de Demandas/Chamados,,Não,,Atende às expectativas,Web,WINDOWS,PHP,PostgreeSQL,,,Em produção
322,CADE Conselho Administrativo de Defesa Econômica,42513,Sistema Gestor de  Escritório de Projetos – GEPnet,Sistema utilizado para no gerenciamento de projetos do Cade.,,Média,Planejamento e Gestão,Gerenciamento de Projetos,,Sim,,Atende às expectativas,Web,WINDOWS,JAVA,PostgreeSQL,,,Em produção
322,CADE Conselho Administrativo de Defesa Econômica,42513,Sistema de Gestão de Planejamento Estratégico - GEPLANES,Utilizado na gestão do Plano Diretor de Tecnologia da Informação – PDTI.,,Média,Planejamento e Gestão,Gerenciamento de Conteúdo,,Sim,,Atende às expectativas,Web,WINDOWS,JAVA,PostgreeSQL,,,Em produção
322,CADE Conselho Administrativo de Defesa Econômica,42513,Automation System of Inventory - ASI,Sistema utilizado para gestão do patrimônio e do almoxarifado do Cade.,,Alta,Infraestrutura e Fomento,Contabilidade/Financeiro/Orçamento,,Não,,Atende às expectativas,Cliente/Servidor,WINDOWS,,,,,Em produção
322,CADE Conselho Administrativo de Defesa Econômica,42513,Sistema Integrado de Gestão de Recursos Humanos - SIGRH,Sistema de gestão das atividades da unidade de gestão de pessoas.,,Alta,Planejamento e Gestão,Recursos Humanos,,,,Atende às expectativas,Web,WINDOWS,JAVA,PostgreeSQL,,,Em desenvolvimento
322,CADE Conselho Administrativo de Defesa Econômica,42513,"Sistema Integrado de Patrimônio, Administração e Contratos - SIPAC","Sistema   de   gestão   das   atividades   de   patrimônio,   administração e  contratos.",,Alta,Planejamento e Gestão,Gerenciamento de Contratos,,,,Atende às expectativas,Web,WINDOWS,JAVA,PostgreeSQL,,,Em desenvolvimento
322,CADE Conselho Administrativo de Defesa Econômica,42513,Sistema de Auditoria Interna - SIAUDI,"Sistema que automatiza   o   processo   de   acompanhamento  das  Constatações   (Follow-up),   provendo   um   maior   gerenciamento   e   flexibilidade  no acesso  às  informações  dos  Relatórios  de  Auditoria  
Interna.",,Média,Segurança e Ordem Pública,Auditoria e Controle Interno,,Sim,,Atende às expectativas,Web,WINDOWS,PHP,MYSQL,,,Em produção
322,CADE Conselho Administrativo de Defesa Econômica,42513,Sistema de Monitoramento de Rede – Nagios,O Sistema de monitoramento da infraestrutura de rede do Cade,,Alta,Segurança e Ordem Pública,Auditoria e Controle Interno,,Não,,Atende às expectativas,Web,WINDOWS,C,PostgreeSQL,,,Em produção
322,CADE Conselho Administrativo de Defesa Econômica,42513,Sistema Pró-Digital ,Sistema de Controle de Temperatura e umidade.,,Alta,Energia,,Controle de temperatura,Não,,Atende às expectativas,Cliente/Servidor,WINDOWS,,SQL SERVER,,,Em produção
322,CADE Conselho Administrativo de Defesa Econômica,42513,Sistema de Controle de Fechadura Eletrônica - VIRDI,Leitor  biométrico  que  permite  acesso  às  duas salas  controladas do  CADE. O modelo utilizado é o AC-5000.,,Alta,Segurança e Ordem Pública,Controle de acesso rede/sistemas,,Não,,Atende às expectativas,Cliente/Servidor,WINDOWS,,MS SQL SERVER,,,Em produção
322,CADE Conselho Administrativo de Defesa Econômica,42513,Sistema  configurador  Automático  e  Coletor de Informações Computacionais - CACIC,"O Sistema fornece um diagnóstico do parque computacional e disponibiliza informações como o número de equipamentos e sua distribuição. Também  pode  fornecer  informações patrimoniais  e  a  localização  física  dos equipamentos,  ampliando  o  controle  do  parque  computacional  e  a  segurança na rede, de maneira sincronizada ao OCS.",,Baixa,Segurança e Ordem Pública,Auditoria e Controle Interno,,Sim,,Atende às expectativas,Web,WINDOWS,"PHP, PERL, PYTHON  e DELPHI",MYSQL,,OCS,Em produção
